SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep,Comments
187,12/22/15,14m; 20d,FALSE,3/14/17,12.35,0,5,00:00:05,00:00:01,00:00:01,00:00:00,00:00:00,16,0,0,1,0,0,0,0,Experimenter explaining to parent how recorder works
272,4/29/16,17m; 19d,M,10/18/17,19.1,28007,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,child is sleeping
272,4/29/16,17m; 19d,M,10/18/17,19.15,28307,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,19.2,28607,300,00:00:00,00:00:00,00:00:00,00:00:03,00:04:57,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,19.25,28907,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,child is sleeping
272,4/29/16,17m; 19d,M,10/18/17,19.3,29207,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,19.35,29507,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,19.4,29807,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,19.45,30107,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,19.5,30407,300,00:00:01,00:00:01,00:00:00,00:00:02,00:04:56,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,19.55,30707,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20,31007,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.05,31307,300,00:00:01,00:00:00,00:00:00,00:00:00,00:04:59,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.1,31607,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.15,31907,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.2,32207,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.25,32507,300,00:00:00,00:00:03,00:00:00,00:00:01,00:04:56,0,0,0,0,0,0,1,0,child is sleeping
272,4/29/16,17m; 19d,M,10/18/17,20.3,32807,300,00:00:01,00:00:02,00:00:00,00:00:00,00:04:57,0,0,2,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.35,33107,300,00:00:00,00:00:00,00:00:00,00:00:03,00:04:57,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.4,33407,300,00:00:00,00:00:02,00:00:00,00:00:01,00:04:57,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.45,33707,300,00:00:00,00:00:01,00:00:00,00:00:03,00:04:56,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,20.5,34007,300,00:00:34,00:00:48,00:00:00,00:00:01,00:03:37,6,0,6,0,0,0,0,0,child wakes up and starts crying
272,4/29/16,17m; 19d,M,10/18/17,20.55,34307,300,00:00:01,00:00:01,00:00:00,00:00:00,00:04:58,7,0,1,0,0,0,0,0,child falls back asleep
272,4/29/16,17m; 19d,M,10/18/17,21,34607,300,00:00:02,00:00:07,00:00:00,00:00:00,00:04:51,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.05,34907,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.1,35207,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,1,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.15,35507,300,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,0,0,0,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.2,35807,300,00:00:56,00:01:05,00:00:00,00:00:07,00:02:52,128,2,6,0,0,0,0,0,mom wakes child up towards end
272,4/29/16,17m; 19d,M,10/18/17,21.25,36107,300,00:02:16,00:01:40,00:00:00,00:00:27,00:00:37,348,7,14,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.3,36407,300,00:02:18,00:01:40,00:00:00,00:00:06,00:00:56,520,4,7,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.35,36707,300,00:02:46,00:00:15,00:00:00,00:00:04,00:01:55,667,4,5,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.4,37007,300,00:01:43,00:01:40,00:00:01,00:00:03,00:01:33,294,7,9,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.45,37307,300,00:01:30,00:03:12,00:00:15,00:00:03,00:00:00,178,5,7,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.5,37607,300,00:00:43,00:04:13,00:00:03,00:00:00,00:00:01,90,0,0,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,21.55,37907,300,00:01:03,00:03:50,00:00:07,00:00:00,00:00:00,153,1,7,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22,38207,300,00:00:25,00:04:28,00:00:05,00:00:00,00:00:02,37,1,2,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.05,38507,300,00:00:56,00:03:34,00:00:10,00:00:09,00:00:11,147,1,1,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.1,38807,300,00:01:55,00:02:37,00:00:16,00:00:04,00:00:08,213,0,1,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.15,39107,300,00:01:41,00:02:40,00:00:25,00:00:06,00:00:08,7,0,3,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.2,39407,300,00:01:52,00:02:45,00:00:04,00:00:09,00:00:10,214,0,0,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.25,39707,300,00:00:27,00:04:23,00:00:00,00:00:08,00:00:02,86,0,2,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.3,40007,300,00:00:52,00:02:25,00:00:00,00:00:05,00:01:38,118,2,6,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.35,40307,300,00:02:00,00:01:28,00:00:00,00:00:04,00:01:28,333,11,15,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.4,40607,300,00:01:27,00:00:41,00:00:00,00:00:30,00:02:22,138,8,33,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.45,40907,300,00:00:57,00:01:20,00:00:00,00:00:28,00:02:15,175,3,4,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.5,41207,300,00:00:22,00:00:42,00:00:31,00:01:16,00:02:09,43,0,5,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,22.55,41507,300,00:00:10,00:00:38,00:00:44,00:01:11,00:02:17,16,0,1,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23,41807,300,00:00:10,00:00:22,00:00:02,00:03:16,00:01:10,0,0,7,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.05,42107,300,00:00:17,00:00:12,00:00:16,00:02:16,00:01:59,5,0,5,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.1,42407,300,00:03:06,00:00:11,00:00:27,00:00:02,00:01:14,276,1,8,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.15,42707,300,00:00:30,00:00:14,00:00:50,00:00:00,00:03:26,78,1,3,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.2,43007,300,00:02:25,00:00:15,00:00:09,00:00:00,00:02:11,497,2,4,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.25,43307,300,00:04:07,00:00:12,00:00:00,00:00:01,00:00:40,944,2,2,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.3,43607,300,00:03:32,00:00:06,00:00:02,00:00:01,00:01:19,780,14,15,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.35,43907,300,00:03:51,00:00:07,00:00:00,00:00:00,00:01:02,789,13,15,0,0,0,0,0,NA
272,4/29/16,17m; 19d,M,10/18/17,23.4,44207,187,00:01:27,00:00:15,00:00:00,00:00:00,00:01:25,296,5,6,0,0,0,0,0,NA
277,5/31/16,16m; 10d,M,10/11/17,10.55,0,16,00:00:15,00:00:00,00:00:00,00:00:00,00:00:01,65,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 10d,M,10/11/17,13.1,16,15,00:00:14,00:00:00,00:00:00,00:00:00,00:00:01,57,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.15,31,234,00:01:22,00:00:58,00:00:00,00:00:03,00:01:31,254,10,15,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.2,265,300,00:01:10,00:01:47,00:00:00,00:00:02,00:02:01,192,8,18,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.25,565,300,00:00:46,00:03:34,00:00:01,00:00:01,00:00:38,144,2,5,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.3,865,300,00:02:10,00:02:19,00:00:00,00:00:00,00:00:31,529,3,3,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.35,1165,300,00:01:05,00:02:45,00:00:01,00:00:02,00:01:07,240,1,2,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.4,1465,300,00:00:28,00:02:49,00:00:00,00:00:07,00:01:36,60,1,2,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.45,1765,300,00:00:58,00:02:56,00:00:00,00:00:20,00:00:46,172,1,2,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.5,2065,300,00:00:36,00:03:37,00:00:02,00:00:06,00:00:39,122,1,2,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,10.55,2365,300,00:00:29,00:02:44,00:00:00,00:00:21,00:01:26,0,0,6,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11,2665,300,00:00:45,00:02:28,00:00:00,00:00:09,00:01:38,99,3,19,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.05,2965,300,00:00:38,00:03:00,00:00:01,00:00:11,00:01:10,63,2,10,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.1,3265,300,00:00:43,00:03:07,00:00:00,00:00:07,00:01:03,34,3,14,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.15,3565,300,00:01:02,00:02:59,00:00:00,00:00:05,00:00:54,65,2,29,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.2,3865,300,00:00:32,00:03:37,00:00:00,00:00:02,00:00:49,15,1,12,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.25,4165,300,00:00:40,00:02:28,00:00:00,00:00:11,00:01:41,81,3,17,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.3,4465,300,00:00:54,00:02:49,00:00:00,00:00:22,00:00:55,103,0,11,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.35,4765,300,00:00:32,00:02:26,00:00:03,00:00:16,00:01:43,33,3,13,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.4,5065,300,00:01:16,00:02:20,00:00:00,00:00:01,00:01:23,137,9,35,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.45,5365,300,00:01:07,00:02:29,00:00:00,00:00:07,00:01:17,238,5,13,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.5,5665,300,00:01:16,00:02:15,00:00:05,00:00:02,00:01:22,170,2,5,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,11.55,5965,300,00:01:11,00:02:46,00:00:04,00:00:00,00:00:59,186,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12,6265,300,00:01:35,00:02:07,00:00:01,00:00:01,00:01:16,310,0,1,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.05,6565,300,00:00:27,00:04:32,00:00:00,00:00:00,00:00:01,68,0,9,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.1,6865,300,00:00:15,00:04:43,00:00:00,00:00:00,00:00:02,0,0,16,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.15,7165,300,00:00:49,00:03:43,00:00:00,00:00:03,00:00:25,70,6,32,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.2,7465,300,00:00:42,00:03:06,00:00:00,00:00:14,00:00:58,111,5,16,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.25,7765,300,00:00:14,00:03:34,00:00:00,00:00:17,00:00:55,37,2,6,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.3,8065,300,00:00:46,00:03:25,00:00:01,00:00:10,00:00:38,45,2,26,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.35,8365,300,00:00:47,00:03:52,00:00:01,00:00:06,00:00:14,127,5,11,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.4,8665,300,00:00:53,00:03:10,00:00:02,00:00:03,00:00:52,85,2,27,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.45,8965,300,00:00:41,00:03:25,00:00:02,00:00:00,00:00:52,120,6,10,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.5,9265,300,00:00:58,00:02:51,00:00:02,00:00:00,00:01:09,144,5,13,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,12.55,9565,300,00:00:28,00:03:52,00:00:00,00:00:05,00:00:35,66,2,13,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13,9865,300,00:01:31,00:02:20,00:00:00,00:00:07,00:01:02,102,10,47,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.05,10165,300,00:01:05,00:02:47,00:00:00,00:00:00,00:01:08,139,4,10,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.1,10465,300,00:01:57,00:01:47,00:00:04,00:00:00,00:01:12,291,4,7,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.15,10765,300,00:02:08,00:01:28,00:00:00,00:00:00,00:01:24,126,13,74,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.2,11065,300,00:01:37,00:01:28,00:00:00,00:00:05,00:01:50,191,9,26,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.25,11365,300,00:00:40,00:00:51,00:00:03,00:00:06,00:03:20,44,1,21,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.3,11665,300,00:01:23,00:01:06,00:00:00,00:00:09,00:02:22,162,8,32,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.35,11965,300,00:01:51,00:01:15,00:00:00,00:00:04,00:01:50,38,3,75,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.4,12265,300,00:01:29,00:01:07,00:00:00,00:00:55,00:01:29,24,4,68,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.45,12565,300,00:00:56,00:01:55,00:00:00,00:00:10,00:01:59,108,7,27,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.5,12865,300,00:00:40,00:00:52,00:00:00,00:00:16,00:03:12,34,2,29,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,13.55,13165,300,00:00:50,00:02:12,00:00:00,00:00:08,00:01:50,45,5,32,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,14,13465,300,00:00:33,00:03:27,00:00:00,00:00:21,00:00:39,92,1,9,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,14.05,13765,300,00:00:34,00:03:49,00:00:00,00:00:11,00:00:26,87,3,8,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,14.1,14065,300,00:00:21,00:03:22,00:00:00,00:00:11,00:01:06,59,2,2,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,14.15,14365,300,00:01:24,00:02:44,00:00:03,00:00:00,00:00:49,246,9,13,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,14.2,14665,300,00:00:25,00:03:22,00:00:01,00:00:00,00:01:12,83,0,1,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,14.25,14965,300,00:00:46,00:02:57,00:00:05,00:00:09,00:01:03,187,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,14.3,15265,300,00:00:24,00:00:32,00:00:00,00:00:08,00:03:56,89,1,1,0,0,0,0,0,mom talking to another adult in the background- get in car and start driving
277,5/31/16,16m; 11d,M,10/12/17,14.35,15565,300,00:00:00,00:00:33,00:00:01,00:00:23,00:04:03,0,0,1,0,0,0,1,1,"driving in the car, child sounds asleep (heavy breathing)"
277,5/31/16,16m; 11d,M,10/12/17,14.4,15865,300,00:00:00,00:00:17,00:00:03,00:01:22,00:03:18,0,0,0,0,0,0,1,1,NA
277,5/31/16,16m; 11d,M,10/12/17,14.45,16165,300,00:00:21,00:00:34,00:00:05,00:00:10,00:03:50,28,0,0,0,0,0,0,1,"arrive to destination and mom is talking to other adults and children, mom begins driving again"
277,5/31/16,16m; 11d,M,10/12/17,14.5,16465,300,00:00:06,00:00:37,00:00:04,00:00:00,00:04:13,4,0,0,0,0,0,0,1,NA
277,5/31/16,16m; 11d,M,10/12/17,14.55,16765,300,00:00:19,00:00:40,00:00:04,00:02:19,00:01:38,0,0,0,0,0,0,0,1,NA
277,5/31/16,16m; 11d,M,10/12/17,15,17065,300,00:00:44,00:01:07,00:00:00,00:02:53,00:00:16,43,1,1,0,0,0,0,1,mom arrives to store and wakes child up- mom is still talking to another child
277,5/31/16,16m; 11d,M,10/12/17,15.05,17365,300,00:00:17,00:04:33,00:00:01,00:00:00,00:00:09,41,4,6,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,15.1,17665,300,00:00:33,00:03:17,00:00:03,00:00:01,00:01:06,94,1,2,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,15.15,17965,300,00:00:38,00:01:13,00:00:02,00:00:17,00:02:50,68,2,7,0,0,0,0,0,child is awake
277,5/31/16,16m; 11d,M,10/12/17,15.2,18265,300,00:00:27,00:01:12,00:00:02,00:00:00,00:03:19,44,0,4,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,15.25,18565,300,00:00:32,00:00:10,00:00:10,00:00:01,00:04:07,0,0,3,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,15.3,18865,300,00:00:25,00:00:17,00:00:34,00:00:08,00:03:36,6,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,15.35,19165,300,00:00:38,00:00:33,00:01:06,00:00:48,00:01:55,39,1,2,0,0,0,0,0,mom talking to child
277,5/31/16,16m; 11d,M,10/12/17,15.4,19465,300,00:00:09,00:00:17,00:00:16,00:02:56,00:01:22,0,0,0,0,0,0,1,0,noise in the background: mom cooking and TV on in the distance
277,5/31/16,16m; 11d,M,10/12/17,15.45,19765,300,00:00:05,00:00:12,00:00:23,00:03:09,00:01:11,0,0,1,0,0,0,1,0,NA
277,5/31/16,16m; 11d,M,10/12/17,15.5,20065,300,00:00:21,00:00:15,00:01:32,00:00:45,00:02:07,45,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,15.55,20365,300,00:01:17,00:00:30,00:01:35,00:00:00,00:01:38,143,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16,20665,300,00:00:35,00:00:35,00:00:26,00:00:40,00:02:44,40,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.05,20965,300,00:00:26,00:00:26,00:00:21,00:00:01,00:03:46,11,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.1,21265,300,00:00:46,00:00:35,00:00:10,00:00:05,00:03:24,49,0,1,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.15,21565,300,00:00:24,00:00:33,00:00:34,00:00:16,00:03:13,24,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.2,21865,300,00:01:19,00:00:43,00:00:23,00:00:42,00:01:53,25,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.25,22165,300,00:01:00,00:00:34,00:00:24,00:01:29,00:01:33,23,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.3,22465,300,00:00:04,00:00:21,00:02:13,00:00:00,00:02:22,13,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.35,22765,300,00:00:35,00:00:35,00:01:52,00:00:00,00:01:58,50,0,1,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.4,23065,300,00:00:15,00:00:36,00:01:06,00:00:00,00:03:03,10,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.45,23365,300,00:00:13,00:00:43,00:00:01,00:00:06,00:03:57,9,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.5,23665,300,00:00:33,00:00:16,00:00:50,00:00:00,00:03:21,61,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,16.55,23965,300,00:01:07,00:01:02,00:00:43,00:00:00,00:02:08,32,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,17,24265,300,00:00:15,00:00:25,00:01:32,00:00:00,00:02:48,7,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,17.05,24565,300,00:00:11,00:00:42,00:00:21,00:00:00,00:03:46,0,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,17.1,24865,300,00:00:30,00:01:42,00:00:17,00:00:07,00:02:24,3,0,0,0,0,0,0,0,NA
277,5/31/16,16m; 11d,M,10/12/17,17.15,25165,252,00:00:58,00:01:23,00:00:05,00:00:08,00:01:38,107,0,2,0,0,0,0,0,NA
279,2/10/16,20m; 1d,M,10/11/17,15.4,0,13,00:00:12,00:00:01,00:00:00,00:00:00,00:00:00,49,1,1,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.15,13,267,00:01:19,00:00:29,00:00:00,00:00:17,00:02:22,81,3,30,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.2,280,300,00:01:00,00:01:08,00:00:03,00:00:01,00:02:48,154,0,9,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.25,580,300,00:00:22,00:00:46,00:00:00,00:00:18,00:03:34,40,0,5,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.3,880,300,00:00:20,00:01:30,00:00:00,00:00:05,00:03:05,47,0,2,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.35,1180,300,00:00:35,00:01:24,00:00:01,00:00:03,00:02:57,25,0,8,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.4,1480,300,00:00:41,00:01:18,00:00:00,00:00:04,00:02:57,31,0,15,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.45,1780,300,00:01:16,00:00:55,00:00:30,00:00:11,00:02:08,31,2,21,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.5,2080,300,00:01:37,00:01:34,00:00:39,00:00:02,00:01:08,68,9,53,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,11.55,2380,300,00:02:01,00:01:25,00:00:00,00:00:02,00:01:32,173,3,26,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12,2680,300,00:01:42,00:01:49,00:00:02,00:00:04,00:01:23,155,3,22,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.05,2980,300,00:01:36,00:01:01,00:00:03,00:01:01,00:01:19,103,3,33,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.1,3280,300,00:01:27,00:00:38,00:00:00,00:00:15,00:02:40,159,4,16,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.15,3580,300,00:00:40,00:00:08,00:00:00,00:00:00,00:04:12,113,2,5,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.2,3880,300,00:00:29,00:00:11,00:00:00,00:00:03,00:04:17,100,3,3,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.25,4180,300,00:00:03,00:00:15,00:00:00,00:00:08,00:04:34,5,0,0,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.3,4480,300,00:00:59,00:00:59,00:00:00,00:00:10,00:02:52,58,5,33,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.35,4780,300,00:01:16,00:00:47,00:00:01,00:00:09,00:02:47,100,7,25,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.4,5080,300,00:00:57,00:00:45,00:00:00,00:00:25,00:02:53,119,3,11,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.45,5380,300,00:02:45,00:00:24,00:00:00,00:00:02,00:01:49,275,7,47,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.5,5680,300,00:01:31,00:00:56,00:00:01,00:00:20,00:02:12,296,1,2,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,12.55,5980,300,00:00:15,00:00:25,00:00:00,00:00:20,00:04:00,11,0,4,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,13,6280,300,00:00:20,00:00:21,00:00:00,00:00:01,00:04:18,3,0,0,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,13.05,6580,300,00:00:21,00:01:06,00:00:00,00:00:50,00:02:43,20,1,5,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,13.1,6880,300,00:01:02,00:00:45,00:00:00,00:00:07,00:03:06,135,5,9,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,13.15,7180,300,00:01:36,00:00:54,00:00:00,00:00:00,00:02:30,113,4,19,0,0,0,0,0,NA
279,2/10/16,20m; 8d,M,10/18/17,13.2,7480,300,00:00:55,00:01:42,00:00:04,00:00:02,00:02:17,95,4,13,0,0,0,0,0,NA
